Time;Message_ID;From_Node;To_Node;Hop_Count;Remaining_TTL;Msg_Size;Final_Dest
6389.00;HAG_MSG31;7;33;3;1439;134610;25
6542.00;HAG_MSG32;14;30;1;1439;201902;30
6543.00;HAG_MSG32;14;15;1;1439;201902;30
6544.00;HAG_MSG32;14;32;1;1439;201902;30
6545.00;HAG_MSG32;14;31;1;1439;201902;30
6545.00;HAG_MSG32;15;0;2;1439;201902;30
6546.00;HAG_MSG32;15;1;2;1439;201902;30
6546.00;HAG_MSG32;32;2;2;1439;201902;30
6546.00;HAG_MSG32;14;10;1;1439;201902;30
6546.00;HAG_MSG32;0;40;3;1439;201902;30
6547.00;HAG_MSG32;31;5;2;1439;201902;30
6547.00;HAG_MSG32;0;26;3;1439;201902;30
6547.00;HAG_MSG32;14;8;1;1439;201902;30
6547.00;HAG_MSG32;2;35;3;1439;201902;30
6547.00;HAG_MSG32;32;4;2;1439;201902;30
6547.00;HAG_MSG32;15;3;2;1439;201902;30
6547.00;HAG_MSG32;40;6;4;1439;201902;30
6548.00;HAG_MSG32;15;16;2;1439;201902;30
6548.00;HAG_MSG32;10;11;2;1439;201902;30
6548.00;HAG_MSG32;32;13;2;1439;201902;30
6548.00;HAG_MSG32;4;38;3;1439;201902;30
6548.00;HAG_MSG32;26;12;4;1439;201902;30
6548.00;HAG_MSG32;40;17;4;1439;201902;30
6548.00;HAG_MSG32;31;7;2;1439;201902;30
6548.00;HAG_MSG32;5;25;3;1439;201902;30
6548.00;HAG_MSG32;2;27;3;1439;201902;30
6548.00;HAG_MSG32;0;9;3;1439;201902;30
6548.00;HAG_MSG32;14;20;1;1439;201902;30
6548.00;HAG_MSG32;1;37;3;1439;201902;30
6548.00;HAG_MSG32;8;18;2;1439;201902;30
6549.00;HAG_MSG32;15;19;2;1439;201902;30
6549.00;HAG_MSG32;26;28;4;1439;201902;30
6549.00;HAG_MSG32;6;36;5;1439;201902;30
6549.00;HAG_MSG32;35;24;4;1439;201902;30
6549.00;HAG_MSG32;10;21;2;1439;201902;30
6549.00;HAG_MSG32;31;39;2;1439;201902;30
6549.00;HAG_MSG32;32;23;2;1439;201902;30
6549.00;HAG_MSG32;11;22;3;1439;201902;30
6549.00;HAG_MSG32;40;33;4;1439;201902;30
6549.00;HAG_MSG32;16;34;3;1439;201902;30
6549.00;HAG_MSG32;4;29;3;1439;201902;30
6651.00;HAG_MSG33;39;5;1;1439;303323;5
6653.00;HAG_MSG33;39;15;1;1439;303323;5
6655.00;HAG_MSG33;39;32;1;1439;303323;5
6655.00;HAG_MSG33;15;0;2;1439;303323;5
6657.00;HAG_MSG33;39;31;1;1439;303323;5
6657.00;HAG_MSG33;15;2;2;1439;303323;5
6657.00;HAG_MSG33;32;1;2;1439;303323;5
6658.00;HAG_MSG33;0;10;3;1439;303323;5
6659.00;HAG_MSG33;15;3;2;1439;303323;5
6659.00;HAG_MSG33;32;4;2;1439;303323;5
6659.00;HAG_MSG33;39;40;1;1439;303323;5
6660.00;HAG_MSG33;31;6;2;1439;303323;5
6660.00;HAG_MSG33;2;8;3;1439;303323;5
6660.00;HAG_MSG33;0;7;3;1439;303323;5
6660.00;HAG_MSG33;1;26;3;1439;303323;5
6661.00;HAG_MSG33;4;25;3;1439;303323;5
6661.00;HAG_MSG33;40;14;2;1439;303323;5
6661.00;HAG_MSG33;32;12;2;1439;303323;5
6661.00;HAG_MSG33;3;13;3;1439;303323;5
6661.00;HAG_MSG33;10;9;4;1439;303323;5
6661.00;HAG_MSG33;39;35;1;1439;303323;5
6661.00;HAG_MSG33;15;11;2;1439;303323;5
6662.00;HAG_MSG33;0;18;3;1439;303323;5
6662.00;HAG_MSG33;31;16;2;1439;303323;5
6662.00;HAG_MSG33;1;27;3;1439;303323;5
6662.00;HAG_MSG33;2;20;3;1439;303323;5
6662.00;HAG_MSG33;8;17;4;1439;303323;5
6663.00;HAG_MSG33;40;19;2;1439;303323;5
6663.00;HAG_MSG33;7;36;4;1439;303323;5
6663.00;HAG_MSG33;3;22;3;1439;303323;5
6663.00;HAG_MSG33;10;23;4;1439;303323;5
6663.00;HAG_MSG33;26;28;4;1439;303323;5
6663.00;HAG_MSG33;39;34;1;1439;303323;5
6663.00;HAG_MSG33;35;24;2;1439;303323;5
6663.00;HAG_MSG33;32;21;2;1439;303323;5
6663.00;HAG_MSG33;6;37;3;1439;303323;5
6663.00;HAG_MSG33;13;30;4;1439;303323;5
6663.00;HAG_MSG33;14;29;3;1439;303323;5
6663.00;HAG_MSG33;12;33;3;1439;303323;5
6663.00;HAG_MSG33;4;38;3;1439;303323;5
6837.00;HAG_MSG34;4;38;1;1439;444951;38
6839.00;HAG_MSG34;4;15;1;1439;444951;38
6841.00;HAG_MSG34;15;0;2;1439;444951;38
6841.00;HAG_MSG34;4;32;1;1439;444951;38
6843.00;HAG_MSG34;4;31;1;1439;444951;38
6843.00;HAG_MSG34;15;1;2;1439;444951;38
6844.00;HAG_MSG34;32;2;2;1439;444951;38
6844.00;HAG_MSG34;0;10;3;1439;444951;38
6845.00;HAG_MSG34;4;40;1;1439;444951;38
6845.00;HAG_MSG34;15;3;2;1439;444951;38
6846.00;HAG_MSG34;10;6;4;1439;444951;38
6846.00;HAG_MSG34;1;26;3;1439;444951;38
6846.00;HAG_MSG34;2;35;3;1439;444951;38
6846.00;HAG_MSG34;32;5;2;1439;444951;38
6846.00;HAG_MSG34;0;8;3;1439;444951;38
6846.00;HAG_MSG34;31;7;2;1439;444951;38
6847.00;HAG_MSG34;40;12;2;1439;444951;38
6847.00;HAG_MSG34;15;9;2;1439;444951;38
6847.00;HAG_MSG34;4;25;1;1439;444951;38
6847.00;HAG_MSG34;3;11;3;1439;444951;38
6848.00;HAG_MSG34;10;13;4;1439;444951;38
6848.00;HAG_MSG34;31;19;2;1439;444951;38
6848.00;HAG_MSG34;26;21;4;1439;444951;38
6848.00;HAG_MSG34;2;27;3;1439;444951;38
6848.00;HAG_MSG34;8;18;4;1439;444951;38
6848.00;HAG_MSG34;35;17;4;1439;444951;38
6848.00;HAG_MSG34;1;20;3;1439;444951;38
6848.00;HAG_MSG34;0;16;3;1439;444951;38
6848.00;HAG_MSG34;32;14;2;1439;444951;38
6849.00;HAG_MSG34;40;22;2;1439;444951;38
6849.00;HAG_MSG34;4;36;1;1439;444951;38
6849.00;HAG_MSG34;15;23;2;1439;444951;38
6849.00;HAG_MSG34;5;24;3;1439;444951;38
6849.00;HAG_MSG34;3;28;3;1439;444951;38
6849.00;HAG_MSG34;12;37;3;1439;444951;38
6849.00;HAG_MSG34;7;29;3;1439;444951;38
6849.00;HAG_MSG34;6;34;5;1439;444951;38
6850.00;HAG_MSG34;25;39;2;1439;444951;38
6850.00;HAG_MSG34;31;33;2;1439;444951;38
6850.00;HAG_MSG34;10;30;4;1439;444951;38
6942.00;HAG_MSG35;21;38;1;1439;270262;38
6944.00;HAG_MSG35;21;15;1;1439;270262;38
6946.00;HAG_MSG35;21;32;1;1439;270262;38
6947.00;HAG_MSG35;15;0;2;1439;270262;38
6948.00;HAG_MSG35;32;1;2;1439;270262;38
6948.00;HAG_MSG35;21;31;1;1439;270262;38
6949.00;HAG_MSG35;15;2;2;1439;270262;38
6950.00;HAG_MSG35;0;10;3;1439;270262;38
6950.00;HAG_MSG35;32;3;2;1439;270262;38
6950.00;HAG_MSG35;21;40;1;1439;270262;38
6951.00;HAG_MSG35;1;8;3;1439;270262;38
6951.00;HAG_MSG35;15;4;2;1439;270262;38
6951.00;HAG_MSG35;31;5;2;1439;270262;38
6952.00;HAG_MSG35;2;35;3;1439;270262;38
6952.00;HAG_MSG35;0;26;3;1439;270262;38
6952.00;HAG_MSG35;3;9;3;1439;270262;38
6952.00;HAG_MSG35;21;25;1;1439;270262;38
6952.00;HAG_MSG35;32;6;2;1439;270262;38
6952.00;HAG_MSG35;10;7;4;1439;270262;38
6953.00;HAG_MSG35;40;11;2;1439;270262;38
6953.00;HAG_MSG35;31;13;2;1439;270262;38
6953.00;HAG_MSG35;1;20;3;1439;270262;38
6953.00;HAG_MSG35;15;12;2;1439;270262;38
6954.00;HAG_MSG35;5;37;3;1439;270262;38
6954.00;HAG_MSG35;3;19;3;1439;270262;38
6954.00;HAG_MSG35;25;23;2;1439;270262;38
6954.00;HAG_MSG35;21;36;1;1439;270262;38
6954.00;HAG_MSG35;6;29;3;1439;270262;38
6954.00;HAG_MSG35;35;17;4;1439;270262;38
6954.00;HAG_MSG35;8;14;4;1439;270262;38
6954.00;HAG_MSG35;32;22;2;1439;270262;38
6954.00;HAG_MSG35;10;24;4;1439;270262;38
6954.00;HAG_MSG35;0;16;3;1439;270262;38
6954.00;HAG_MSG35;2;27;3;1439;270262;38
6954.00;HAG_MSG35;4;34;3;1439;270262;38
6954.00;HAG_MSG35;26;18;4;1439;270262;38
6955.00;HAG_MSG35;11;30;3;1439;270262;38
6955.00;HAG_MSG35;40;28;2;1439;270262;38
6955.00;HAG_MSG35;1;39;3;1439;270262;38
6955.00;HAG_MSG35;31;33;2;1439;270262;38
7069.00;HAG_MSG36;39;8;1;1439;208366;8
7070.00;HAG_MSG36;39;15;1;1439;208366;8
7071.00;HAG_MSG36;39;32;1;1439;208366;8
7072.00;HAG_MSG36;32;1;2;1439;208366;8
7072.00;HAG_MSG36;39;31;1;1439;208366;8
7072.00;HAG_MSG36;15;0;2;1439;208366;8
7073.00;HAG_MSG36;32;2;2;1439;208366;8
7073.00;HAG_MSG36;39;10;1;1439;208366;8
7073.00;HAG_MSG36;15;3;2;1439;208366;8
7073.00;HAG_MSG36;1;40;3;1439;208366;8
7074.00;HAG_MSG36;39;35;1;1439;208366;8
7074.00;HAG_MSG36;15;6;2;1439;208366;8
7074.00;HAG_MSG36;2;25;3;1439;208366;8
7074.00;HAG_MSG36;0;26;3;1439;208366;8
7074.00;HAG_MSG36;1;20;3;1439;208366;8
7074.00;HAG_MSG36;32;4;2;1439;208366;8
7074.00;HAG_MSG36;3;7;3;1439;208366;8
7074.00;HAG_MSG36;40;9;4;1439;208366;8
7074.00;HAG_MSG36;31;5;2;1439;208366;8
7075.00;HAG_MSG36;2;38;3;1439;208366;8
7075.00;HAG_MSG36;10;22;2;1439;208366;8
7075.00;HAG_MSG36;40;18;4;1439;208366;8
7075.00;HAG_MSG36;26;14;4;1439;208366;8
7075.00;HAG_MSG36;39;27;1;1439;208366;8
7075.00;HAG_MSG36;4;29;3;1439;208366;8
7075.00;HAG_MSG36;3;16;3;1439;208366;8
7075.00;HAG_MSG36;6;36;3;1439;208366;8
7075.00;HAG_MSG36;0;12;3;1439;208366;8
7075.00;HAG_MSG36;35;17;2;1439;208366;8
7075.00;HAG_MSG36;31;19;2;1439;208366;8
7075.00;HAG_MSG36;7;34;4;1439;208366;8
7075.00;HAG_MSG36;1;37;3;1439;208366;8
7075.00;HAG_MSG36;15;11;2;1439;208366;8
7075.00;HAG_MSG36;20;21;4;1439;208366;8
7075.00;HAG_MSG36;32;13;2;1439;208366;8
7076.00;HAG_MSG36;25;28;4;1439;208366;8
7076.00;HAG_MSG36;5;24;3;1439;208366;8
7076.00;HAG_MSG36;40;33;4;1439;208366;8
7076.00;HAG_MSG36;10;30;2;1439;208366;8
7076.00;HAG_MSG36;2;23;3;1439;208366;8
7235.00;HAG_MSG37;10;19;1;1439;377023;19
7237.00;HAG_MSG37;10;15;1;1439;377023;19
7239.00;HAG_MSG37;10;32;1;1439;377023;19
7240.00;HAG_MSG37;15;0;2;1439;377023;19
7241.00;HAG_MSG37;10;31;1;1439;377023;19
7242.00;HAG_MSG37;0;40;3;1439;377023;19
7242.00;HAG_MSG37;32;2;2;1439;377023;19
7242.00;HAG_MSG37;15;1;2;1439;377023;19
7243.00;HAG_MSG37;10;3;1;1439;377023;19
7244.00;HAG_MSG37;32;4;2;1439;377023;19
7244.00;HAG_MSG37;15;5;2;1439;377023;19
7244.00;HAG_MSG37;0;8;3;1439;377023;19
7244.00;HAG_MSG37;31;6;2;1439;377023;19
7244.00;HAG_MSG37;2;26;3;1439;377023;19
7245.00;HAG_MSG37;10;9;1;1439;377023;19
7245.00;HAG_MSG37;1;35;3;1439;377023;19
7245.00;HAG_MSG37;40;7;4;1439;377023;19
7246.00;HAG_MSG37;32;11;2;1439;377023;19
7246.00;HAG_MSG37;4;20;3;1439;377023;19
7246.00;HAG_MSG37;31;14;2;1439;377023;19
7246.00;HAG_MSG37;0;13;3;1439;377023;19
7246.00;HAG_MSG37;8;17;4;1439;377023;19
7246.00;HAG_MSG37;5;25;3;1439;377023;19
7246.00;HAG_MSG37;2;27;3;1439;377023;19
7246.00;HAG_MSG37;3;16;2;1439;377023;19
7246.00;HAG_MSG37;15;12;2;1439;377023;19
7247.00;HAG_MSG37;6;37;3;1439;377023;19
7247.00;HAG_MSG37;35;22;4;1439;377023;19
7247.00;HAG_MSG37;40;23;4;1439;377023;19
7247.00;HAG_MSG37;1;38;3;1439;377023;19
7247.00;HAG_MSG37;26;18;4;1439;377023;19
7247.00;HAG_MSG37;10;21;1;1439;377023;19
7248.00;HAG_MSG37;14;34;3;1439;377023;19
7248.00;HAG_MSG37;4;36;3;1439;377023;19
7248.00;HAG_MSG37;9;39;2;1439;377023;19
7248.00;HAG_MSG37;0;30;3;1439;377023;19
7248.00;HAG_MSG37;31;28;2;1439;377023;19
7248.00;HAG_MSG37;11;29;3;1439;377023;19
7248.00;HAG_MSG37;32;24;2;1439;377023;19
7248.00;HAG_MSG37;8;33;4;1439;377023;19
7363.00;HAG_MSG38;8;39;1;1439;169085;39
7364.00;HAG_MSG38;8;15;1;1439;169085;39
7365.00;HAG_MSG38;8;32;1;1439;169085;39
7366.00;HAG_MSG38;15;0;2;1439;169085;39
7366.00;HAG_MSG38;8;31;1;1439;169085;39
7367.00;HAG_MSG38;15;2;2;1439;169085;39
7367.00;HAG_MSG38;0;10;3;1439;169085;39
7367.00;HAG_MSG38;8;40;1;1439;169085;39
7367.00;HAG_MSG38;32;1;2;1439;169085;39
7367.00;HAG_MSG38;31;3;2;1439;169085;39
7368.00;HAG_MSG38;31;11;2;1439;169085;39
7368.00;HAG_MSG38;40;7;2;1439;169085;39
7368.00;HAG_MSG38;2;26;3;1439;169085;39
7368.00;HAG_MSG38;8;6;1;1439;169085;39
7368.00;HAG_MSG38;1;35;3;1439;169085;39
7368.00;HAG_MSG38;32;9;2;1439;169085;39
7368.00;HAG_MSG38;15;4;2;1439;169085;39
7368.00;HAG_MSG38;0;5;3;1439;169085;39
7369.00;HAG_MSG38;31;12;2;1439;169085;39
7369.00;HAG_MSG38;6;36;2;1439;169085;39
7369.00;HAG_MSG38;15;18;2;1439;169085;39
7369.00;HAG_MSG38;8;16;1;1439;169085;39
7369.00;HAG_MSG38;32;17;2;1439;169085;39
7369.00;HAG_MSG38;40;14;2;1439;169085;39
7369.00;HAG_MSG38;3;19;3;1439;169085;39
7369.00;HAG_MSG38;1;27;3;1439;169085;39
7369.00;HAG_MSG38;10;13;4;1439;169085;39
7369.00;HAG_MSG38;0;21;3;1439;169085;39
7369.00;HAG_MSG38;7;20;3;1439;169085;39
7369.00;HAG_MSG38;11;38;3;1439;169085;39
7369.00;HAG_MSG38;2;25;3;1439;169085;39
7369.00;HAG_MSG38;9;37;3;1439;169085;39
7370.00;HAG_MSG38;40;29;2;1439;169085;39
7370.00;HAG_MSG38;18;33;3;1439;169085;39
7370.00;HAG_MSG38;15;23;2;1439;169085;39
7370.00;HAG_MSG38;6;34;2;1439;169085;39
7370.00;HAG_MSG38;3;30;3;1439;169085;39
7370.00;HAG_MSG38;31;22;2;1439;169085;39
7370.00;HAG_MSG38;8;24;1;1439;169085;39
7370.00;HAG_MSG38;32;28;2;1439;169085;39
7659.00;HAG_MSG39;35;1;1;1439;205947;1
7660.00;HAG_MSG39;35;15;1;1439;205947;1
7661.00;HAG_MSG39;35;32;1;1439;205947;1
7661.00;HAG_MSG39;15;0;2;1439;205947;1
7662.00;HAG_MSG39;35;31;1;1439;205947;1
7662.00;HAG_MSG39;32;3;2;1439;205947;1
7662.00;HAG_MSG39;15;2;2;1439;205947;1
7663.00;HAG_MSG39;32;4;2;1439;205947;1
7663.00;HAG_MSG39;15;5;2;1439;205947;1
7663.00;HAG_MSG39;2;8;3;1439;205947;1
7663.00;HAG_MSG39;35;40;1;1439;205947;1
7663.00;HAG_MSG39;0;10;3;1439;205947;1
7664.00;HAG_MSG39;35;11;1;1439;205947;1
7664.00;HAG_MSG39;15;9;2;1439;205947;1
7664.00;HAG_MSG39;0;12;3;1439;205947;1
7664.00;HAG_MSG39;3;26;3;1439;205947;1
7664.00;HAG_MSG39;32;7;2;1439;205947;1
7664.00;HAG_MSG39;4;25;3;1439;205947;1
7664.00;HAG_MSG39;31;6;2;1439;205947;1
7664.00;HAG_MSG39;2;20;3;1439;205947;1
7665.00;HAG_MSG39;31;23;2;1439;205947;1
7665.00;HAG_MSG39;9;36;3;1439;205947;1
7665.00;HAG_MSG39;4;27;3;1439;205947;1
7665.00;HAG_MSG39;26;24;4;1439;205947;1
7665.00;HAG_MSG39;5;28;3;1439;205947;1
7665.00;HAG_MSG39;11;37;2;1439;205947;1
7665.00;HAG_MSG39;2;38;3;1439;205947;1
7665.00;HAG_MSG39;10;13;4;1439;205947;1
7665.00;HAG_MSG39;8;16;4;1439;205947;1
7665.00;HAG_MSG39;32;22;2;1439;205947;1
7665.00;HAG_MSG39;0;18;3;1439;205947;1
7665.00;HAG_MSG39;15;17;2;1439;205947;1
7665.00;HAG_MSG39;35;14;1;1439;205947;1
7665.00;HAG_MSG39;40;21;2;1439;205947;1
7665.00;HAG_MSG39;3;19;3;1439;205947;1
7666.00;HAG_MSG39;31;29;2;1439;205947;1
7666.00;HAG_MSG39;12;30;4;1439;205947;1
7666.00;HAG_MSG39;26;33;4;1439;205947;1
7666.00;HAG_MSG39;4;39;3;1439;205947;1
7666.00;HAG_MSG39;9;34;3;1439;205947;1
7922.00;HAG_MSG40;17;22;1;1439;252374;22
7924.00;HAG_MSG40;17;15;1;1439;252374;22
7926.00;HAG_MSG40;15;0;2;1439;252374;22
7926.00;HAG_MSG40;17;32;1;1439;252374;22
7928.00;HAG_MSG40;17;31;1;1439;252374;22
7928.00;HAG_MSG40;15;1;2;1439;252374;22
7929.00;HAG_MSG40;32;2;2;1439;252374;22
7929.00;HAG_MSG40;0;10;3;1439;252374;22
7930.00;HAG_MSG40;15;3;2;1439;252374;22
7930.00;HAG_MSG40;17;40;1;1439;252374;22
7930.00;HAG_MSG40;1;8;3;1439;252374;22
7931.00;HAG_MSG40;10;6;4;1439;252374;22
7931.00;HAG_MSG40;32;5;2;1439;252374;22
7931.00;HAG_MSG40;31;4;2;1439;252374;22
7931.00;HAG_MSG40;0;26;3;1439;252374;22
7932.00;HAG_MSG40;8;9;4;1439;252374;22
7932.00;HAG_MSG40;17;25;1;1439;252374;22
7932.00;HAG_MSG40;15;7;2;1439;252374;22
7932.00;HAG_MSG40;1;20;3;1439;252374;22
7932.00;HAG_MSG40;2;35;3;1439;252374;22
7933.00;HAG_MSG40;3;12;3;1439;252374;22
7933.00;HAG_MSG40;4;27;3;1439;252374;22
7933.00;HAG_MSG40;31;14;2;1439;252374;22
7933.00;HAG_MSG40;10;11;4;1439;252374;22
7933.00;HAG_MSG40;32;13;2;1439;252374;22
7933.00;HAG_MSG40;0;16;3;1439;252374;22
7933.00;HAG_MSG40;40;18;2;1439;252374;22
7934.00;HAG_MSG40;17;36;1;1439;252374;22
7934.00;HAG_MSG40;6;38;5;1439;252374;22
7934.00;HAG_MSG40;15;23;2;1439;252374;22
7934.00;HAG_MSG40;8;21;4;1439;252374;22
7934.00;HAG_MSG40;2;24;3;1439;252374;22
7934.00;HAG_MSG40;5;37;3;1439;252374;22
7934.00;HAG_MSG40;1;34;3;1439;252374;22
7934.00;HAG_MSG40;20;28;4;1439;252374;22
7934.00;HAG_MSG40;26;19;4;1439;252374;22
7935.00;HAG_MSG40;4;39;3;1439;252374;22
7935.00;HAG_MSG40;10;33;4;1439;252374;22
7935.00;HAG_MSG40;31;30;2;1439;252374;22
7935.00;HAG_MSG40;3;29;3;1439;252374;22
8175.00;HAG_MSG41;30;12;1;1439;339035;12
8177.00;HAG_MSG41;30;15;1;1439;339035;12
8179.00;HAG_MSG41;30;32;1;1439;339035;12
8179.00;HAG_MSG41;15;0;2;1439;339035;12
8181.00;HAG_MSG41;30;31;1;1439;339035;12
8181.00;HAG_MSG41;15;2;2;1439;339035;12
8181.00;HAG_MSG41;0;10;3;1439;339035;12
8181.00;HAG_MSG41;32;1;2;1439;339035;12
8183.00;HAG_MSG41;31;3;2;1439;339035;12
8183.00;HAG_MSG41;2;26;3;1439;339035;12
8183.00;HAG_MSG41;0;8;3;1439;339035;12
8183.00;HAG_MSG41;30;40;1;1439;339035;12
8183.00;HAG_MSG41;32;5;2;1439;339035;12
8183.00;HAG_MSG41;15;4;2;1439;339035;12
8183.00;HAG_MSG41;10;6;4;1439;339035;12
8184.00;HAG_MSG41;1;35;3;1439;339035;12
8185.00;HAG_MSG41;10;18;4;1439;339035;12
8185.00;HAG_MSG41;2;25;3;1439;339035;12
8185.00;HAG_MSG41;26;14;4;1439;339035;12
8185.00;HAG_MSG41;32;11;2;1439;339035;12
8185.00;HAG_MSG41;40;19;2;1439;339035;12
8185.00;HAG_MSG41;5;27;3;1439;339035;12
8185.00;HAG_MSG41;8;16;4;1439;339035;12
8185.00;HAG_MSG41;31;7;2;1439;339035;12
8185.00;HAG_MSG41;15;13;2;1439;339035;12
8185.00;HAG_MSG41;30;20;1;1439;339035;12
8185.00;HAG_MSG41;3;17;3;1439;339035;12
8185.00;HAG_MSG41;0;9;3;1439;339035;12
8186.00;HAG_MSG41;6;36;5;1439;339035;12
8186.00;HAG_MSG41;4;38;3;1439;339035;12
8186.00;HAG_MSG41;1;37;3;1439;339035;12
8187.00;HAG_MSG41;10;21;4;1439;339035;12
8187.00;HAG_MSG41;8;33;4;1439;339035;12
8187.00;HAG_MSG41;26;22;4;1439;339035;12
8187.00;HAG_MSG41;19;29;3;1439;339035;12
8187.00;HAG_MSG41;32;23;2;1439;339035;12
8187.00;HAG_MSG41;40;24;2;1439;339035;12
8187.00;HAG_MSG41;5;28;3;1439;339035;12
8187.00;HAG_MSG41;14;39;5;1439;339035;12
8187.00;HAG_MSG41;2;34;3;1439;339035;12
8403.00;HAG_MSG42;15;4;1;1439;273430;4
8405.00;HAG_MSG42;15;0;1;1439;273430;4
8407.00;HAG_MSG42;15;1;1;1439;273430;4
8408.00;HAG_MSG42;0;32;2;1439;273430;4
8409.00;HAG_MSG42;15;2;1;1439;273430;4
8410.00;HAG_MSG42;1;31;2;1439;273430;4
8410.00;HAG_MSG42;0;10;2;1439;273430;4
8411.00;HAG_MSG42;15;3;1;1439;273430;4
8411.00;HAG_MSG42;2;40;2;1439;273430;4
8411.00;HAG_MSG42;32;5;3;1439;273430;4
8412.00;HAG_MSG42;31;6;3;1439;273430;4
8412.00;HAG_MSG42;1;8;2;1439;273430;4
8412.00;HAG_MSG42;0;26;2;1439;273430;4
8412.00;HAG_MSG42;10;7;3;1439;273430;4
8413.00;HAG_MSG42;15;9;1;1439;273430;4
8413.00;HAG_MSG42;2;35;2;1439;273430;4
8413.00;HAG_MSG42;32;11;3;1439;273430;4
8414.00;HAG_MSG42;8;18;3;1439;273430;4
8414.00;HAG_MSG42;40;16;3;1439;273430;4
8414.00;HAG_MSG42;31;12;3;1439;273430;4
8414.00;HAG_MSG42;6;20;4;1439;273430;4
8414.00;HAG_MSG42;3;13;2;1439;273430;4
8414.00;HAG_MSG42;10;17;3;1439;273430;4
8414.00;HAG_MSG42;5;27;4;1439;273430;4
8414.00;HAG_MSG42;0;14;2;1439;273430;4
8414.00;HAG_MSG42;1;25;2;1439;273430;4
8415.00;HAG_MSG42;2;38;2;1439;273430;4
8415.00;HAG_MSG42;7;37;4;1439;273430;4
8415.00;HAG_MSG42;15;19;1;1439;273430;4
8415.00;HAG_MSG42;9;36;2;1439;273430;4
8415.00;HAG_MSG42;11;23;4;1439;273430;4
8415.00;HAG_MSG42;32;21;3;1439;273430;4
8415.00;HAG_MSG42;26;24;3;1439;273430;4
8415.00;HAG_MSG42;35;22;3;1439;273430;4
8416.00;HAG_MSG42;40;29;3;1439;273430;4
8416.00;HAG_MSG42;18;30;4;1439;273430;4
8416.00;HAG_MSG42;31;33;3;1439;273430;4
8416.00;HAG_MSG42;6;39;4;1439;273430;4
8416.00;HAG_MSG42;16;34;4;1439;273430;4
8416.00;HAG_MSG42;8;28;3;1439;273430;4
8508.00;HAG_MSG43;14;36;1;1439;278648;36
8510.00;HAG_MSG43;14;15;1;1439;278648;36
8512.00;HAG_MSG43;14;32;1;1439;278648;36
8512.00;HAG_MSG43;15;0;2;1439;278648;36
8514.00;HAG_MSG43;15;1;2;1439;278648;36
8514.00;HAG_MSG43;14;31;1;1439;278648;36
8515.00;HAG_MSG43;32;2;2;1439;278648;36
8515.00;HAG_MSG43;0;10;3;1439;278648;36
8516.00;HAG_MSG43;15;3;2;1439;278648;36
8516.00;HAG_MSG43;1;40;3;1439;278648;36
8516.00;HAG_MSG43;14;8;1;1439;278648;36
8517.00;HAG_MSG43;32;4;2;1439;278648;36
8517.00;HAG_MSG43;0;26;3;1439;278648;36
8517.00;HAG_MSG43;31;5;2;1439;278648;36
8518.00;HAG_MSG43;1;35;3;1439;278648;36
8518.00;HAG_MSG43;2;25;3;1439;278648;36
8518.00;HAG_MSG43;10;9;4;1439;278648;36
8518.00;HAG_MSG43;15;6;2;1439;278648;36
8518.00;HAG_MSG43;40;7;4;1439;278648;36
8518.00;HAG_MSG43;14;20;1;1439;278648;36
8519.00;HAG_MSG43;26;18;4;1439;278648;36
8519.00;HAG_MSG43;31;17;2;1439;278648;36
8519.00;HAG_MSG43;0;16;3;1439;278648;36
8519.00;HAG_MSG43;8;12;2;1439;278648;36
8519.00;HAG_MSG43;4;27;3;1439;278648;36
8519.00;HAG_MSG43;32;11;2;1439;278648;36
8519.00;HAG_MSG43;3;13;3;1439;278648;36
8520.00;HAG_MSG43;25;21;4;1439;278648;36
8520.00;HAG_MSG43;2;37;3;1439;278648;36
8520.00;HAG_MSG43;14;39;1;1439;278648;36
8520.00;HAG_MSG43;15;23;2;1439;278648;36
8520.00;HAG_MSG43;35;22;4;1439;278648;36
8520.00;HAG_MSG43;9;34;5;1439;278648;36
8520.00;HAG_MSG43;7;29;5;1439;278648;36
8520.00;HAG_MSG43;10;19;4;1439;278648;36
8520.00;HAG_MSG43;5;24;3;1439;278648;36
8520.00;HAG_MSG43;1;38;3;1439;278648;36
8520.00;HAG_MSG43;40;28;4;1439;278648;36
8521.00;HAG_MSG43;31;33;2;1439;278648;36
8521.00;HAG_MSG43;26;30;4;1439;278648;36
8698.00;HAG_MSG44;7;9;1;1439;478371;9
8700.00;HAG_MSG44;7;15;1;1439;478371;9
8702.00;HAG_MSG44;15;0;2;1439;478371;9
8702.00;HAG_MSG44;7;32;1;1439;478371;9
8704.00;HAG_MSG44;7;31;1;1439;478371;9
8704.00;HAG_MSG44;15;1;2;1439;478371;9
8704.00;HAG_MSG44;32;2;2;1439;478371;9
8705.00;HAG_MSG44;0;10;3;1439;478371;9
8706.00;HAG_MSG44;32;5;2;1439;478371;9
8706.00;HAG_MSG44;15;3;2;1439;478371;9
8706.00;HAG_MSG44;31;4;2;1439;478371;9
8706.00;HAG_MSG44;7;40;1;1439;478371;9
8707.00;HAG_MSG44;2;26;3;1439;478371;9
8707.00;HAG_MSG44;1;8;3;1439;478371;9
8707.00;HAG_MSG44;0;6;3;1439;478371;9
8708.00;HAG_MSG44;5;25;3;1439;478371;9
8708.00;HAG_MSG44;15;12;2;1439;478371;9
